微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Hh8lr6YRB,_只想记录甜的朱朱_,女,新疆,149,1085,_只想记录甜的朱朱_:没想到天空之城大结局还蛮有泪点的 父母总是把自己认为好的 自己未完成的梦想 亦或是家族要传承延续的等等这些强加在孩子身上 忽视了孩子本身快不快乐 何必呢 看完流浪地球 就更加证明了我们的渺小 每个人都是独立个体 世间走一遭 要怎么证明自己活得不一样 一定要活得很精彩吗 你定义得精彩就是真的精彩吗 papi酱说的排序我也很赞同 要是连自己都取悦不了 那你的伴侣你的孩子你的父母能真正感受到你的爱吗 心里有好多好多问题想弄清楚 但我知道隔着一层纱的生活会好过一些 ,无,无,2019/2/18 0:05,💊🐷iPhone X,3,0,0
Hh8loFWQ3,碎碎念的三次元,女,北京,332,54,碎碎念的三次元:今天想做很多事修手机，买东西，收拾，剪头发……拖拖拉拉只做了几件心还很累只觉得我这个人所有事情只是想想不肯付之行动依旧独自一人(坐地铁遇见了一个理想型穿搭的小哥哥)#宝宝的少女心#  MAC，原麦山丘，结账时看前面一个和我差不多年纪的人买了东西花了几十万当时还以为是机器当天总额毕竟北京SKP，意外又情理之中(GUCCI店里特别整洁有序多人等待服务化妆品那边琳琅满目)直奔柜台买了口红就走毕竟啥都买不起连看都不敢看回来觉得挺对不起自己化了妆的跑去看了很想看的流浪地球特效很好剧情也不错但，过誉了。散场时一个人冲在最前面离开商场走在街上冷冷清清坐地铁离开时想的是自己正待在盗月社的活动范围里也许这是最后一次来这边也说不定毕竟有可能离开北京生活心里想的充满遗憾的过去和不可未知的将来想谈恋爱了吧想有人的分享和陪伴也接受生活总不会太舒服的设定脚踏实地又辛苦的踏向未来相信着辛苦总会给自己带来应有的东西的切不可偷懒只活一次所以要精彩不留遗憾YOLO. [组图共5张] 原图 ,无,无,2019/2/18 0:05,小米MIX2S 全面屏,0,0,0
Hh8lmDFZt,想去赫奇帕奇的斯莱特林女孩,女,宁夏,319,66,想去赫奇帕奇的斯莱特林女孩:2.171⃣姐姐从NYC回来辽～～～有些事情真的有点奇葩（挠头）什么被机长鸽了？？？年轻的我真还是有点不明白2⃣小杨今天买到了岩井俊二的《情书》💫虽然《人间失格》我还没看完🌝3⃣终于看了流浪地球，总体还是不错的～～～忽然觉得舅舅真的很厉害，但也是非常直了🙊舅舅总是在不断刷新我对他的崇拜值，觉得他真的是一个好酷好可爱的人。晚安，今天小杨要早睡，再熬夜小杨就是王八蛋#小杨每晚碎碎念# ,无,无,2019/2/18 0:05,HUAWEI Mate 9 Pro,1,0,0
Hh8l2fZbB,Ariel小溪,女,北京,888,1275754,Ariel小溪:特别希望微博能出一个【一键删除x年前自己发出的评论】功能深夜吃瓜的时候想起自己几年前也不是一个事事“思想正确”的人（现在可能也不全是）。这些年随着长大思想也在进步，互联网大的环境下也让我刷新了很多陈旧观念。很多之前的思想和言论回头看来就像看到当年空间非主流个性签名一样扎心，甚至更加想打死自己。当然了，自己错误的言论就是错误，为此负责也是成年人应有的担当。这条也不是给某些人洗白（主要是今天刚看了流浪地球，不是我喜欢的类型，我不🉑️）【最重要的是】生怕自己哪天会爆红，我也先承认一下错误：我混过饭圈和对家粉丝撕过x我在某乎和意见不合的网友对吵过八条街我多年前刚混饭圈时用过别人的图没注明来源我特喜欢看那种俗气的爱情韩剧和宫廷剧（这些剧大都不太符合女quan思想）我还特别爱买化妆品护肤品和包包，买到不适合的转头送我妈我姨说是给她们买的。还有我总说豪七笨，营造它傻的“猫设”。其实它为了吃点零食能有一百个心眼，特鸡贼不笨。我还偷偷开过小号转了几百条抽奖和各种锦鲤（一条都没中）总之，我忏悔我错了！求不掉粉啊！求你们了！ 原图 ,无,无,2019/2/18 0:04,豪七🐾iPhone客户端,909,17,159
Hh8jcdGWS,十尾神树夢,女,湖南,204,1310,十尾神树夢:#雨一直下-张宇[音乐]#那种失落的心情我已经记不起了 我确实属于好了伤疤忘了疼的人 看了他其实没有那么喜欢你 后清醒了很多明年我可以过一个甜甜的情人节吗提问：①下雨天怎么让自己开心②每天熬夜失眠导致月经不调 有没有什么快速入睡大法啊③流浪地球为什么影评这么高啊小侄女得了流感看着她难受又乖乖的样子好心疼啊 78岁的爷爷 给今天生日大寿的奶奶做了满满一桌的菜妹妹总是不听我的话论文写了2/3 我行 我可以今晚可以早点睡觉吗睡不睡也晚安吧 #小meng该熄灯了# [组图共3张] 原图 ,无,无,2019/2/18 0:00,无,1,0,4
Hh8iPauor,utaaaaaaaaaaaaa,女,贵州,440,251,utaaaaaaaaaaaaa:流浪地球 嗯......看到一半的时候觉得 这个是我看过为数不多最好看的科幻电影 因为接地气儿啊特效还不错 故事是自己的故事反正我是看得一把鼻涕一把泪的看完后细想 咦 不对啊 不合逻辑啊 拯救地球拯救全人类这种事不是单单一个家庭就能决定的 刘培强一个人 刘启突然的idea 都太草率 虽然2044年加17减 推可能是2058年的人类的思维特别超前也是各种不合理啊再有就是过于渲感情戏了 有点像杠精了虽说有各种漏洞 电影还是不错的 ,无,无,2019/2/17 23:59,iPhone客户端,2,0,1
Hh8iOAS8X,小妖3872,女,广东,341,376,小妖3872:#流浪地球# 这场没看过之前就先看到铺天盖地好评及感人肺腑宣传的电影，让我充满无限的好奇。或是因为这年代已太久没有听说过有谁为了梦想可以不惜金钱了？正如姥爷所说，“那个时候，没有人关心地球，人们只关心一种叫钱的东西。”我说，这个时代，没有人关心梦想，人们只关心一种叫钱的东西。在这个人人都只关心钱的时代，郭帆和吴京的确令人敬佩！哪怕为了致敬，我也会选择支持！言归正传，说说电影本身。场景设计空间感挺强的，但是拍摄手法稍微有点单调，特效我觉得无话可说，毕竟科幻电影在我国本就不是一个强项，能做到这种程度实属不易，至于故事主线个人是很喜欢的，讲述一个少年从一开始计划到外面的世界去看看这种随意的心态，到灾难来临时希望与亲人一起回家寻求避风港，再到亲人去世后见证了救援队员为救地球为救人类前赴后继的心情，从被动到主动加入救援工作，心态的一步步转变、延伸、递进……很真实的描绘了一个人性化的转变过程，除了对地球对人类的大爱，更有对家庭对父亲的小爱，当然其中也有不少不太合理的地方，但是我认为，十全十美这个标准客观上是不存在的，所以，喜欢了，又何必在意细节？纯属个人观点，不喜勿喷！蟹蟹理解！ [组图共3张] 原图 ,无,无,2019/2/17 23:59,iPhone客户端,0,0,0
Hh8gMnsc3,四方郎中,男,山东,2411,1564,四方郎中:#带一本好书回家过年#《忧伤的老板》是左小祖咒自己的生活音乐艺术之路——不癫狂不成魔，走别样的路赏不同的景。《莱博维茨的赞歌》是《流浪地球》大火后，再次启动了我的科幻小说世界之旅，小破球是在展示人类的自救，更偏向技术层面，而赞歌则是在保留人类文明的火种，更偏向精神层面。静心看看其他的世界，能带走一些世事烦扰。@山东省图书馆 @青岛市图书馆 @不问晴雨 @一匹白马的秋天 @dabao716 http://t.cn/z8AUoyR 显示地图 原图 ,无,http://t.cn/z8AUoyR,2019/2/17 23:54,小米6 拍人更美,3,0,0
Hh8f4hvD5,如一颗星不明也不暗,女,广东,372,75,如一颗星不明也不暗:2019.2.17因为王景春咏梅获柏林电影节影帝影后，我高兴了一整天！12℃的晚上，我看完#流浪地球# ，激动得热出了一身汗，走出电影院，吹着北风，真舒服，眼角里是喜悦的泪花！流浪地球不是一部满分的电影，确实有很多硬伤（临近尾声朵朵那段冗长的演讲我还翻了个白眼），但是在开篇的十几分钟内看到它的特效，我就决定一定要给它打满分！它是一部可以让多话的屌丝闭嘴的电影！它是一部可以让吃爆米花的人停下的电影！看电影这些年它是唯一一部可以让整个影厅安静下来的电影！漆黑的影厅里我能感觉到所有人的全神贯注！只听到旁边妹纸的啜泣声，和我内心的呐喊！我不想写什么影评，只想说，中国科幻电影，活了！活出了精彩！这两三年，我看到了中国电影越来越好！我这个我爸嘴里崇洋媚外的人，要为中国电影鼓掌！中国电影加油！！！ 原图 ,无,无,2019/2/17 23:50,微博国际版,0,0,0
Hh8eIqa4T,深圳深深深几许,男,广东,517,123169,深圳深深深几许:【日记】好像深圳一日游，去了梧桐岛，看见两只鸭子一只孔雀，都说最幸福的事之一就是经过努力你想要的慢慢向你靠近，鸭子也游过来，游向岸边向水中丢面包碎的游人。孔雀却很乖，但不开屏，让你夸赞它的美并乐意合影。去西丽水库旁的水土保护科技示范园，栈道是它的特色，走在上面感觉想作一只鸟，穿梭林间，在枝头最高处睡个自然醒。做了三次倒立，一口老血倒流，岁月真是回不去了。对比流浪地球飞驰人生来得有血肉一些，“你呢，是一辈子没故事，想要拥有一段故事。我呢，是故事太多，想给故事一个结局”，你想要的是故事还是结局？看天气预报，明天迎接新年后第一场有点样子的雨天… [组图共2张] 原图 ,无,无,2019/2/17 23:49,iPhone X,2,0,3
Hh8aM5yuc,快乐小扬,男,福建,146,45,快乐小扬:和我叽打卡流浪地球。意外的觉得还不错，把大刘宏大的宇宙观和硬核科幻的风格都拍出来了。不过文戏略差，当然这可能和大刘本身略显粗糙的文风有关。还有就是吴老师真的出戏，我总觉得他要开口说爱慕钗尼斯了。可怜我冷锋同志闯非洲，干悍匪，航空母舰上喝过水。最后还是因为过于牛逼而炸在了外太空。  ,无,无,2019/2/17 23:39,iPhone客户端,0,0,2
Hh8acCDpq,啦OoOoOoOo,女,安徽,361,234,啦OoOoOoOo:#电影 # 晚间推影～科幻电影合集#科幻电影# 流浪地球火起来后，大家对科幻片的兴趣真的是大大增加   过去 现在 未来 一切都令人好奇#流浪地球# 🍓 第九区#第九区[电影]#🍓 黑客帝国#黑客帝国[电影]#🍓 机械姬#机械姬[电影]#🍓 独立日#独立日[电影]#🍓 2001：太空漫游#2001太空漫游[电影]#🍓 星际穿越#星际穿越[电影]#流浪地球没有看过瘾的，可以看看哦～ 原图 ,无,无,2019/2/17 23:38,联想Z5 · 新国民旗舰,0,0,0
Hh89feaBW,不吃榴莲的珊珊小姐,女,湖北,415,231,不吃榴莲的珊珊小姐:真的有时候是个没什么主见的人呢！比如很🔥的流浪地球，被刷屏，所以超想看的。因为开年工作忙成🐶，没时间去，先在微信读书里听了一下原著，发现到底在讲什么玩意儿～今天加了半天班回来赶紧去影院看了一下，真的好看，还好没错过男主，我一眼看过去就是宋仲基啊@时间遗落了回忆-joy [组图共2张] 原图 ,无,无,2019/2/17 23:35,iPhone客户端,0,0,3
Hh896lHFC,Stephen-gy,男,重庆,138,92,Stephen-gy:2019年第七部电影《流浪地球》好久没看IMAX ，进来了居然有点小激动。U城影院的巨幕清晰度无比的高，3D眼睛也是无比的清晰（也许是我戴了眼镜看的缘故）。不得不说这是一次美好的观影体验。因为工作性质的原因，说不清楚提前知道哪天会有空看场电影，因此买票的时候犹犹豫豫，价格高还不给退票。不过，不负众望，基本达到了心中的预期。表扬结束，说说嘈点，影片部分情节较为混乱，镜头跑焦的现象出现频繁；冲击波抵推地球偏移的画面较为糊弄观众；地球靠近木星时候，地表的氧气几近没有，为什么出事的机舱火苗熊熊燃烧，而且火苗的特效是不是做的有点假。海平面上升二三百米，为什么北京，杭州会在水面以上，去赤道为什么要过上海，去杭州为什么要过上海。🤓🤓🤓，不过，总的来说，瑕不掩瑜，作为国内第一部科幻大片，能以这样的水平出现的国人面前已经很不错了。希望今后还能看到更多优秀的国产科幻大片。 http://t.cn/zRVjfRA 显示地图 [组图共2张] 原图 ,无,无,2019/2/17 23:35,iPhone客户端,1,0,2
